agam,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_319716.3,XP_011253568.1,0,712,0,715
XP_319716.3,XP_011253570.1,0,712,0,715
XP_319716.3,XP_019882605.1,0,712,0,715
XP_319716.3,XP_019882606.1,0,711,0,713
XP_319719.3,XP_011267665.1,0,559,0,560
XP_319721.4,XP_011264767.1,2.00E-61,221,1.00E-61,221
XP_319722.3,XP_011262275.1,2.00E-70,212,6.00E-71,212
XP_319726.4,XP_025268819.1,8.00E-54,191,4.00E-54,191
XP_319727.3,XP_011261660.1,3.00E-70,225,1.00E-70,225
XP_319728.4,XP_011267662.1,0,711,0,708
XP_319728.4,XP_025268645.1,0,707,0,705
XP_319731.4,XP_011256759.1,2.00E-71,231,3.00E-69,224
XP_319731.4,XP_011256760.1,3.00E-71,230,3.00E-69,224
XP_319731.4,XP_011256761.1,2.00E-71,230,3.00E-69,224
XP_319733.4,XP_011258444.1,2.00E-134,443,2.00E-130,431
XP_319733.4,XP_011258445.1,2.00E-134,443,2.00E-130,431
XP_319733.4,XP_011258446.1,9.00E-138,452,2.00E-143,466
XP_319734.4,XP_025266738.1,1.00E-140,417,5.00E-149,438
XP_319737.4,XP_011252936.1,3.00E-46,167,1.00E-46,167
XP_319737.4,XP_011252937.1,3.00E-46,167,1.00E-46,167
XP_319737.4,XP_011259468.1,3.00E-45,164,1.00E-45,164
XP_319737.4,XP_025270553.1,3.00E-46,167,1.00E-46,167
XP_319742.3,XP_011269602.1,9.00E-124,361,5.00E-130,376
XP_319743.3,XP_011256016.2,6.00E-69,214,2.00E-69,214
XP_319746.4,XP_025264097.1,4.00E-154,438,3.00E-154,438
XP_319746.4,XP_025264098.1,4.00E-154,438,3.00E-154,438
XP_319747.4,XP_011255954.2,3.00E-73,239,1.00E-73,239
XP_319747.4,XP_019883028.2,2.00E-71,236,7.00E-72,237
XP_319747.4,XP_025262245.1,5.00E-72,235,1.00E-72,236
XP_319749.3,XP_025264764.1,0,890,0,890
XP_319749.3,XP_025264768.1,0,890,0,890
XP_319749.3,XP_025264771.1,0,890,0,890
XP_319749.3,XP_025264774.1,0,890,0,890
XP_319749.3,XP_025264777.1,0,890,0,890
XP_319749.3,XP_025264778.1,0,890,0,890
XP_319749.3,XP_025264779.1,0,890,0,890
XP_319749.3,XP_025264783.1,0,890,0,890
XP_319749.3,XP_025264789.1,0,890,0,890
XP_319749.3,XP_025264793.1,0,890,0,890
XP_319753.4,XP_025270931.1,0,806,0,778
XP_319756.3,XP_011257955.1,0,566,2.00E-172,543
XP_319756.3,XP_011257957.1,0,581,6.00E-177,558
XP_319758.4,XP_025265187.1,9.00E-28,116,8.00E-28,115
XP_319759.4,XP_011265036.1,5.00E-178,505,1.00E-167,478
XP_319760.4,XP_011265358.1,6.00E-105,314,2.00E-105,314
XP_319760.4,XP_011265359.1,6.00E-105,314,2.00E-105,314
XP_319760.4,XP_025265894.1,6.00E-105,314,2.00E-105,314
XP_319760.4,XP_025265895.1,6.00E-105,314,2.00E-105,314
XP_319761.3,XP_011258684.1,2.00E-139,399,9.00E-140,399
XP_319761.3,XP_011258686.1,2.00E-139,399,9.00E-140,399
XP_319761.3,XP_011258687.1,9.00E-141,402,4.00E-141,402
XP_319765.3,XP_011258688.1,1.00E-112,326,6.00E-113,326
XP_319766.3,XP_011252962.1,7.00E-51,175,2.00E-50,174
XP_319766.3,XP_025267895.1,3.00E-51,176,8.00E-51,175
XP_319767.4,XP_011252956.1,7.00E-78,241,5.00E-78,240
XP_319772.3,XP_011256837.1,0,555,0,568
XP_319773.4,XP_011253409.1,2.00E-75,254,1.00E-75,253
XP_319773.4,XP_011253410.1,5.00E-76,255,4.00E-76,254
XP_319777.4,XP_025270993.1,5.00E-83,293,1.00E-82,291
XP_319778.4,XP_011266839.1,0,800,0,742
XP_319778.4,XP_011266840.1,0,800,0,742
XP_319778.4,XP_025266997.1,0,800,0,743
XP_319779.4,XP_011251034.1,0,610,0,598
XP_319779.4,XP_011251042.1,0,592,0,580
XP_319779.4,XP_011251050.1,0,601,0,593
XP_319782.3,XP_011264968.2,1.00E-151,432,2.00E-150,428
XP_319782.3,XP_019884608.2,2.00E-144,414,3.00E-143,409
XP_319783.4,XP_011259648.1,4.00E-137,421,2.00E-140,429
XP_319787.3,XP_011255722.1,9.00E-126,366,8.00E-126,365
XP_319791.4,XP_011256298.2,1.00E-149,423,6.00E-150,423
XP_319791.4,XP_025262656.1,2.00E-149,422,9.00E-150,422
XP_319794.4,XP_011253513.1,6.00E-148,442,9.00E-138,415
XP_319795.4,XP_019882170.2,3.00E-150,485,4.00E-148,478
XP_319796.4,XP_025262272.1,3.00E-147,443,5.00E-148,444
XP_319796.4,XP_025262273.1,3.00E-147,443,5.00E-148,444
XP_319797.3,XP_019882691.1,7.00E-23,85.9,3.00E-23,85.9
XP_319798.2,XP_011252513.1,5.00E-91,290,2.00E-88,282
XP_319799.4,XP_011268315.1,3.00E-161,460,1.00E-161,460
XP_319799.4,XP_025268287.1,3.00E-161,460,1.00E-161,460
XP_319800.4,XP_011265286.1,2.00E-180,530,0,530
XP_319808.4,XP_011257319.1,0,2027,0,1981
XP_319808.4,XP_025266074.1,0,2028,0,1981
XP_319809.2,XP_011264119.1,0,854,0,854
XP_319812.4,XP_011261828.1,5.00E-150,472,7.00E-157,489
XP_319812.4,XP_011261829.1,2.00E-152,478,3.00E-159,495
XP_319816.4,XP_011262359.1,1.00E-18,85.1,1.00E-14,72.8
XP_319816.4,XP_011262360.1,1.00E-18,85.1,1.00E-14,72.8
XP_319819.4,XP_011262694.1,3.00E-96,287,1.00E-96,287
XP_319819.4,XP_011262695.1,3.00E-96,287,1.00E-96,287
XP_319819.4,XP_025267592.1,2.00E-97,290,9.00E-98,290
XP_319821.3,XP_011269450.1,9.00E-37,125,4.00E-37,125
XP_319825.4,XP_011257979.1,0,569,0,550
XP_319825.4,XP_011257980.1,0,569,0,550
XP_319827.2,XP_011266526.1,4.00E-25,95.1,1.00E-30,108
XP_319828.3,XP_011255737.1,7.00E-146,438,6.00E-141,424
XP_319829.4,XP_011266408.1,0,543,9.00E-175,506
XP_319829.4,XP_011266409.1,0,543,9.00E-175,506
XP_319829.4,XP_011266410.1,0,543,9.00E-175,506
XP_319829.4,XP_011266411.1,0,541,4.00E-175,504
XP_319830.2,XP_011265611.1,1.00E-115,330,6.00E-116,330
XP_319830.2,XP_025266229.1,1.00E-115,330,6.00E-116,330
XP_319831.2,XP_011257200.1,0,699,0,674
XP_319834.4,XP_011255616.1,1.00E-88,270,7.00E-89,270
XP_319834.4,XP_011255620.1,1.00E-88,270,7.00E-89,270
XP_319834.4,XP_025263320.1,2.00E-88,268,8.00E-89,268
XP_319835.4,XP_011255628.2,0,740,0,750
XP_319836.3,XP_011261362.1,3.00E-150,437,1.00E-159,461
XP_319836.3,XP_025268989.1,4.00E-146,428,8.00E-155,449
XP_319836.3,XP_025268990.1,2.00E-148,434,2.00E-157,456
XP_319836.3,XP_025268991.1,6.00E-146,427,5.00E-155,449
XP_319836.3,XP_025268992.1,3.00E-148,433,2.00E-157,456
XP_319836.3,XP_025268993.1,5.00E-148,432,2.00E-157,455
XP_319840.2,XP_011261383.1,0,782,0,764
XP_319840.2,XP_025269005.1,0,782,0,764
XP_319840.2,XP_025269006.1,0,782,0,764
XP_319841.3,XP_011261383.1,0,783,0,765
XP_319841.3,XP_025269005.1,0,783,0,765
XP_319841.3,XP_025269006.1,0,783,0,765
XP_319843.4,XP_011256788.1,0,1399,0,1393
XP_319845.3,XP_011260947.1,0,645,0,666
XP_319850.2,XP_011264663.2,0,815,0,815
XP_319850.2,XP_011264664.2,0,815,0,815
XP_319850.2,XP_011264665.2,0,784,0,784
XP_319853.3,XP_011259105.1,1.00E-54,182,8.00E-55,182
XP_319856.4,XP_011266575.1,0,785,0,785
XP_319856.4,XP_011266584.1,0,783,0,783
XP_319864.4,XP_011253885.2,1.00E-130,390,6.00E-131,390
XP_319865.4,XP_011263580.1,0,1457,0,1457
XP_319865.4,XP_025268129.1,0,1460,0,1461
XP_319865.4,XP_025268130.1,0,1458,0,1460
XP_319866.3,XP_011263583.1,2.00E-67,206,7.00E-68,206
XP_319870.3,XP_011256709.2,0,630,0,613
XP_319870.3,XP_011256711.2,0,627,0,610
XP_319870.3,XP_011256712.2,0,630,0,613
XP_319871.4,XP_011257245.1,6.00E-100,305,3.00E-88,274
XP_319871.4,XP_011257246.1,6.00E-100,305,3.00E-88,274
XP_319872.4,XP_011266764.1,3.00E-29,116,4.00E-28,112
XP_319883.4,XP_025262441.1,1.00E-110,339,1.00E-116,354
XP_319886.4,XP_025269645.1,1.00E-110,334,4.00E-111,334
XP_319887.3,XP_011263337.3,7.00E-44,168,3.00E-48,180
XP_319890.3,XP_011266361.1,2.00E-59,187,3.00E-60,188
XP_319890.3,XP_011266362.1,2.00E-59,187,3.00E-60,188
XP_319890.3,XP_011266363.1,2.00E-59,187,3.00E-60,188
XP_319892.4,XP_011255275.1,1.00E-43,142,4.00E-44,142
XP_319893.3,XP_011265969.1,0,800,0,800
XP_319897.4,XP_011265968.1,1.00E-146,444,2.00E-145,440
XP_319899.3,XP_011266721.2,1.00E-89,289,1.00E-87,283
XP_319901.2,XP_011263185.1,0,906,0,864
XP_319903.4,XP_025262378.1,0,3068,0,3085
XP_319908.4,XP_011251137.1,2.00E-83,259,8.00E-86,265
XP_319913.2,XP_019884361.1,1.00E-45,145,4.00E-46,145
XP_319913.2,XP_019884363.1,1.00E-45,145,4.00E-46,145
XP_319914.2,XP_011265937.1,2.00E-172,484,7.00E-173,484
XP_319916.4,XP_011260250.1,6.00E-57,189,6.00E-54,181
XP_319922.4,XP_025268139.1,7.00E-97,293,2.00E-97,294
XP_319922.4,XP_025268140.1,8.00E-97,293,1.00E-97,295
XP_319927.3,XP_011268751.1,3.00E-46,152,1.00E-46,152
XP_319935.4,XP_011259290.1,0,889,0,887
XP_319935.4,XP_019883664.1,0,890,0,889
XP_319936.4,XP_011263889.2,0,624,0,633
XP_319937.4,XP_011268535.1,3.00E-171,484,1.00E-171,484
XP_319939.4,XP_025267656.1,0,941,0,941
XP_319940.4,XP_011263898.1,7.00E-69,224,4.00E-69,224
XP_319941.4,XP_025270591.1,0,2664,0,2642
XP_319941.4,XP_025270592.1,0,2664,0,2642
XP_319941.4,XP_025270749.1,0,2712,0,2692
XP_319941.4,XP_025270750.1,0,2712,0,2692
XP_319942.4,XP_011262667.1,1.00E-109,330,5.00E-110,330
XP_319942.4,XP_019884349.1,1.00E-109,330,5.00E-110,330
XP_319944.4,XP_019883701.2,0,1397,0,1399
XP_319946.4,XP_025267245.1,0,575,0,575
XP_319946.4,XP_025267246.1,0,575,0,575
XP_319946.4,XP_025267326.1,0,560,0,560
XP_319948.4,XP_011257803.1,0,905,0,905
XP_319953.4,XP_011268625.1,2.00E-91,279,2.00E-91,278
XP_319960.4,XP_025270342.1,0,592,0,604
XP_319960.4,XP_025270343.1,0,572,0,583
XP_319960.4,XP_025270344.1,0,588,0,600
XP_319973.4,XP_011263364.1,2.00E-105,321,8.00E-105,319
XP_319973.4,XP_019884472.1,2.00E-105,321,9.00E-105,319
XP_319973.4,XP_025262113.1,2.00E-105,321,8.00E-105,319
XP_319974.4,XP_011254559.1,7.00E-88,268,3.00E-88,268
XP_319976.3,XP_025268998.1,0,854,0,805
XP_319979.4,XP_011258540.1,4.00E-59,187,5.00E-54,173
XP_319980.4,XP_011264364.1,7.00E-34,126,3.00E-34,127
XP_319980.4,XP_019884631.1,7.00E-34,126,3.00E-34,127
XP_319981.3,XP_011256186.1,0,550,0,550
XP_319982.4,XP_011261776.1,1.00E-27,106,7.00E-28,106
XP_319982.4,XP_011261777.1,1.00E-27,106,7.00E-28,106
XP_319983.4,XP_011268392.1,0,591,0,591
XP_319985.2,XP_011268389.1,1.00E-73,218,6.00E-74,218
XP_319999.3,XP_025270894.1,0,1009,0,1008
XP_319999.3,XP_025270895.1,0,1010,0,1009
XP_320001.2,XP_011261282.1,4.00E-152,439,1.00E-152,439
XP_320001.2,XP_011261283.1,2.00E-152,439,6.00E-153,439
XP_320011.4,XP_011258181.1,8.00E-81,251,3.00E-81,251
XP_320011.4,XP_011258182.1,8.00E-81,251,3.00E-81,251
XP_320012.4,XP_011258183.1,1.00E-122,394,3.00E-119,384
XP_320012.4,XP_025270946.1,1.00E-122,394,1.00E-119,384
XP_320012.4,XP_025270947.1,2.00E-118,381,5.00E-115,371
XP_320013.2,XP_025271271.1,0,924,0,939
XP_320013.2,XP_025271272.1,0,924,0,939
XP_320018.4,XP_025262524.1,3.00E-130,393,3.00E-129,389
XP_320018.4,XP_025262525.1,2.00E-133,401,4.00E-132,397
XP_320018.4,XP_025262526.1,2.00E-133,401,2.00E-132,397
XP_320018.4,XP_025262527.1,2.00E-133,401,3.00E-132,397
XP_320018.4,XP_025262587.1,2.00E-131,396,2.00E-129,390
XP_320018.4,XP_025262593.1,2.00E-131,396,3.00E-129,389
XP_320018.4,XP_025262851.1,1.00E-129,391,4.00E-127,384
XP_320018.4,XP_025262856.1,1.00E-129,391,4.00E-127,384
XP_320018.4,XP_025262863.1,3.00E-136,408,3.00E-133,399
XP_320019.4,XP_011255842.1,6.00E-127,385,3.00E-126,382
XP_320019.4,XP_025262524.1,1.00E-126,384,2.00E-125,380
XP_320019.4,XP_025262525.1,7.00E-128,387,2.00E-126,382
XP_320019.4,XP_025262526.1,2.00E-129,391,3.00E-128,387
XP_320019.4,XP_025262527.1,4.00E-130,393,9.00E-129,388
XP_320019.4,XP_025262851.1,3.00E-128,388,2.00E-127,385
XP_320019.4,XP_025262856.1,3.00E-128,388,3.00E-127,384
XP_320019.4,XP_025262863.1,5.00E-131,395,2.00E-129,390
XP_320019.4,XP_025263685.1,1.00E-127,389,8.00E-126,383
XP_320019.4,XP_025263686.1,1.00E-128,389,8.00E-127,383
XP_320019.4,XP_025265651.1,6.00E-127,385,3.00E-126,382
XP_320019.4,XP_025265925.1,1.00E-123,376,6.00E-123,373
XP_320019.4,XP_025265926.1,1.00E-123,376,6.00E-123,373
XP_320019.4,XP_025266590.1,2.00E-124,378,7.00E-124,376
XP_320019.4,XP_025266594.1,2.00E-123,376,3.00E-123,374
XP_320022.4,XP_019885677.2,2.00E-133,400,9.00E-134,400
XP_320022.4,XP_025262525.1,8.00E-131,394,3.00E-131,394
XP_320022.4,XP_025262526.1,5.00E-130,392,2.00E-130,392
XP_320022.4,XP_025262527.1,8.00E-130,392,3.00E-130,392
XP_320022.4,XP_025262587.1,1.00E-135,407,5.00E-136,407
XP_320022.4,XP_025262593.1,9.00E-136,407,4.00E-136,407
XP_320022.4,XP_025262851.1,5.00E-133,400,2.00E-133,400
XP_320022.4,XP_025262856.1,4.00E-133,400,2.00E-133,400
XP_320022.4,XP_025262863.1,5.00E-134,402,2.00E-134,402
XP_320022.4,XP_025263685.1,5.00E-131,397,2.00E-131,397
XP_320022.4,XP_025263686.1,4.00E-132,397,1.00E-132,397
XP_320022.4,XP_025266590.1,2.00E-128,388,8.00E-129,388
XP_320023.4,XP_011269599.1,3.00E-115,335,1.00E-115,335
XP_320023.4,XP_011269600.1,2.00E-115,335,1.00E-115,335
XP_320025.4,XP_011269599.1,4.00E-116,337,2.00E-116,337
XP_320025.4,XP_011269600.1,7.00E-116,336,3.00E-116,336
XP_320040.3,XP_011269599.1,2.00E-112,328,1.00E-112,328
XP_320040.3,XP_011269600.1,2.00E-112,328,9.00E-113,328
XP_320042.3,XP_011259442.1,4.00E-172,497,7.00E-172,496
XP_320051.3,XP_025270668.1,1.00E-106,329,2.00E-108,332
XP_320052.4,XP_011269897.1,5.00E-80,239,6.00E-80,238
XP_320055.4,XP_019883012.2,8.00E-60,201,4.00E-60,201
XP_320056.4,XP_011262173.1,0,593,0,581
XP_320057.3,XP_011268404.1,2.00E-123,372,4.00E-123,370
XP_320057.3,XP_025266465.1,1.00E-123,373,2.00E-123,371
XP_320060.4,XP_011263487.1,4.00E-91,276,1.00E-91,277
XP_320065.4,XP_011254926.1,4.00E-99,292,2.00E-99,292
XP_320068.4,XP_011269349.1,0,521,0,530
XP_320068.4,XP_025265928.1,0,521,0,530
XP_320068.4,XP_025265932.1,0,521,0,530
XP_320073.4,XP_011265004.1,0,1564,0,1558
XP_320073.4,XP_011265005.1,0,1570,0,1563
XP_320074.4,XP_011255749.2,0,652,0,652
XP_320076.4,XP_011255043.1,1.00E-54,176,9.00E-56,177
XP_320076.4,XP_011255044.1,1.00E-54,176,9.00E-56,177
XP_320077.4,XP_011255042.2,1.00E-62,202,9.00E-63,202
XP_320080.3,XP_011259472.1,0,806,0,790
XP_320082.4,XP_025266635.1,0,1139,0,1144
XP_320082.4,XP_025266636.1,0,1139,0,1144
XP_320082.4,XP_025266637.1,0,1139,0,1144
XP_320082.4,XP_025266638.1,0,1145,0,1156
XP_320082.4,XP_025266639.1,0,1112,0,1119
XP_320085.4,XP_011269458.1,7.00E-97,288,8.00E-95,282
XP_320086.3,XP_011265541.2,2.00E-82,256,8.00E-83,256
XP_320086.3,XP_025264780.1,9.00E-83,256,3.00E-83,256
XP_320088.4,XP_011266274.1,0,1377,0,1393
XP_320089.2,XP_011257977.1,0,1066,0,1045
XP_320092.4,XP_011265895.1,0,742,0,744
XP_320093.4,XP_019882373.1,4.00E-113,341,1.00E-111,336
XP_320097.4,XP_011259204.1,0,634,0,619
XP_320098.3,XP_011255147.2,1.00E-120,357,5.00E-121,357
XP_320105.3,XP_011250946.1,0,813,0,825
XP_320105.3,XP_011250947.1,0,809,0,821
XP_320116.6,XP_025264576.1,0,1012,0,1008
XP_320117.3,XP_011259841.1,4.00E-115,342,2.00E-115,342
XP_320119.6,XP_025269272.1,0,751,0,729
XP_320122.5,XP_011259446.2,2.00E-62,212,1.00E-64,217
XP_320124.6,XP_011255689.1,0,548,0,548
XP_320129.3,XP_011259202.1,1.00E-88,283,4.00E-89,283
XP_320130.3,XP_011251746.1,0,1103,0,1112
XP_320130.3,XP_011251747.1,0,1103,0,1112
XP_320130.3,XP_025269862.1,0,1103,0,1112
XP_320130.3,XP_025269863.1,0,1103,0,1112
XP_320137.2,XP_025268117.1,3.00E-07,45.1,1.00E-07,45.1
XP_320139.3,XP_011269042.1,2.00E-19,84.3,3.00E-29,110
XP_320142.3,XP_011257293.1,2.00E-115,347,5.00E-109,330
XP_320145.3,XP_019882248.1,1.00E-145,439,8.00E-146,439
XP_320145.3,XP_025270272.1,1.00E-145,439,8.00E-146,439
XP_320147.4,XP_011264883.1,1.00E-170,501,4.00E-171,501
XP_320147.4,XP_011264884.1,1.00E-170,501,4.00E-171,501
XP_320147.4,XP_011264885.1,1.00E-170,501,4.00E-171,501
XP_320154.3,XP_011269898.1,1.00E-77,241,6.00E-78,241
XP_320158.1,XP_019882607.2,4.00E-175,514,9.00E-175,512
XP_320158.1,XP_025263040.1,2.00E-169,498,5.00E-174,509
XP_320160.4,XP_011264315.1,1.00E-106,315,2.00E-108,318
XP_320160.4,XP_011264316.1,7.00E-107,315,1.00E-108,319
XP_320161.2,XP_011258906.1,5.00E-89,260,2.00E-89,260
XP_320163.3,XP_011252731.1,3.00E-88,266,2.00E-88,266
XP_320163.3,XP_011252732.1,2.00E-88,265,7.00E-89,265
XP_320163.3,XP_011252733.1,2.00E-88,265,7.00E-89,265
XP_320164.3,XP_011252731.1,3.00E-88,266,1.00E-88,266
XP_320164.3,XP_011252732.1,1.00E-88,265,4.00E-89,265
XP_320164.3,XP_011252733.1,1.00E-88,265,4.00E-89,265
XP_320165.3,XP_011257248.1,5.00E-59,186,4.00E-63,196
XP_320166.4,XP_011257103.1,3.00E-40,136,1.00E-34,120
XP_320167.4,XP_025265777.1,2.00E-53,196,7.00E-54,196
XP_320168.4,XP_011264577.1,2.00E-51,167,1.00E-51,167
XP_320170.4,XP_025264240.1,4.00E-140,420,7.00E-148,439
XP_320172.2,XP_011258080.1,0,1217,0,1232
XP_320175.3,XP_025270639.1,4.00E-149,445,2.00E-149,445
XP_320177.4,XP_025265010.1,0,601,0,601
XP_320178.2,XP_011251987.1,8.00E-67,202,5.00E-61,187
XP_320178.2,XP_011251988.1,8.00E-67,202,5.00E-61,187
XP_320178.2,XP_011251989.1,8.00E-67,202,5.00E-61,187
XP_320179.3,XP_011258360.1,8.00E-99,303,2.00E-99,303
XP_320180.1,XP_011252376.1,1.00E-168,485,7.00E-167,479
XP_320180.1,XP_025266046.1,1.00E-168,485,7.00E-167,479
XP_320180.1,XP_025266047.1,1.00E-168,485,7.00E-167,479
XP_320180.1,XP_025266048.1,1.00E-168,485,7.00E-167,479
XP_320183.2,XP_011267942.1,8.00E-25,92.8,5.00E-25,92.4
XP_320184.3,XP_011262423.1,0,552,0,552
XP_320188.4,XP_025269083.1,1.00E-129,444,4.00E-127,435
XP_320189.4,XP_011262586.1,2.00E-90,294,7.00E-94,302
XP_320189.4,XP_011262587.1,1.00E-89,292,3.00E-93,300
XP_320190.4,XP_025266069.1,5.00E-88,302,4.00E-89,305
XP_320194.4,XP_011269721.1,8.00E-108,344,8.00E-113,356
XP_320194.4,XP_011269722.1,7.00E-108,344,2.00E-112,355
XP_320199.4,XP_011266887.1,0,550,0,543
XP_320202.4,XP_025268582.1,1.00E-166,488,3.00E-180,521
XP_320202.4,XP_025268583.1,1.00E-166,488,3.00E-180,521
XP_320203.4,XP_011265309.2,1.00E-41,139,4.00E-42,139
XP_320204.4,XP_011265310.1,0,837,0,838
XP_320204.4,XP_011265312.1,0,837,0,838
XP_320204.4,XP_011265314.1,0,838,0,838
XP_320204.4,XP_019884816.1,0,845,0,845
XP_320204.4,XP_019884817.1,0,835,0,836
XP_320204.4,XP_019884818.1,0,834,0,835
XP_320208.3,XP_011264318.1,2.00E-147,434,8.00E-154,449
XP_320208.3,XP_011264320.1,2.00E-147,434,8.00E-154,449
XP_320208.3,XP_011264321.1,2.00E-147,434,8.00E-154,449
XP_320208.3,XP_011264322.1,2.00E-147,434,8.00E-154,449
XP_320209.4,XP_011262411.1,0,784,0,784
XP_320209.4,XP_025261768.1,0,784,0,784
XP_320209.4,XP_025261769.1,0,792,0,793
XP_320209.4,XP_025261770.1,0,761,0,763
XP_320210.4,XP_011251950.1,3.00E-91,270,7.00E-83,247
XP_320211.4,XP_011269433.1,3.00E-53,169,3.00E-39,132
XP_320212.4,XP_019882815.2,3.00E-158,478,2.00E-161,485
XP_320212.4,XP_025267089.1,3.00E-155,471,1.00E-158,479
XP_320213.4,XP_011256705.1,0,882,0,800
XP_320214.4,XP_011257171.1,2.00E-96,296,6.00E-96,293
XP_320221.4,XP_011256085.2,0,1190,0,1194
XP_320227.3,XP_011269421.1,8.00E-22,97.8,4.00E-19,88.6
XP_320227.3,XP_019885566.1,8.00E-22,97.8,4.00E-19,88.6
XP_320232.4,XP_025269359.1,6.00E-33,121,2.00E-30,113
XP_320234.3,XP_011266422.1,0,600,0,615
XP_320234.3,XP_011266423.1,0,586,0,602
XP_320234.3,XP_011266424.1,0,615,0,631
XP_320234.3,XP_019884984.1,0,602,0,617
XP_320235.4,XP_011266418.1,8.00E-109,325,3.00E-95,290
XP_320237.3,XP_011253128.1,7.00E-101,293,3.00E-101,293
XP_320240.4,XP_011251038.1,4.00E-129,379,2.00E-129,379
XP_320240.4,XP_011251039.1,4.00E-129,379,2.00E-129,379
XP_320240.4,XP_011251040.1,4.00E-129,379,2.00E-129,379
XP_320243.1,XP_011263149.2,1.00E-121,372,5.00E-122,372
XP_320243.1,XP_011263150.2,5.00E-125,380,2.00E-125,380
XP_320243.1,XP_011263154.1,7.00E-126,382,3.00E-126,382
XP_320243.1,XP_011266965.2,1.00E-127,387,6.00E-128,387
XP_320243.1,XP_025263901.1,5.00E-128,389,3.00E-128,389
XP_320243.1,XP_025263902.1,2.00E-125,381,9.00E-126,381
XP_320243.1,XP_025263903.1,2.00E-127,386,8.00E-128,386
XP_320248.4,XP_025264753.1,0,873,0,893
XP_320249.4,XP_011269502.1,0,654,0,640
XP_320250.2,XP_011261619.1,0,594,0,594
XP_320250.2,XP_019884103.1,0,594,0,594
XP_320252.4,XP_011253777.1,1.00E-96,281,6.00E-97,281
XP_320252.4,XP_011265568.1,3.00E-96,280,1.00E-96,280
XP_320253.2,XP_011258501.1,0,887,0,920
XP_320254.2,XP_011253580.1,0,536,0,553
XP_320254.2,XP_011253581.1,0,536,0,553
XP_320264.4,XP_025264243.1,2.00E-44,166,2.00E-44,165
XP_320267.2,XP_011256801.1,1.00E-41,137,2.00E-34,117
XP_320267.2,XP_011260524.1,4.00E-44,143,4.00E-37,124
XP_320267.2,XP_011260525.1,4.00E-44,143,4.00E-37,124
XP_320267.2,XP_025265603.1,4.00E-44,143,4.00E-37,124
XP_320268.3,XP_011259844.1,4.00E-139,402,2.00E-139,402
XP_320274.2,XP_011254356.1,3.00E-168,479,8.00E-160,457
XP_320274.2,XP_011254357.1,3.00E-168,479,8.00E-160,457
XP_320278.2,XP_011254870.1,1.00E-160,458,6.00E-161,458
XP_320278.2,XP_011254871.1,1.00E-160,458,6.00E-161,458
XP_320278.2,XP_011254872.1,1.00E-160,458,6.00E-161,458
XP_320278.2,XP_011254873.1,1.00E-160,458,6.00E-161,458
XP_320278.2,XP_011254874.1,1.00E-160,458,6.00E-161,458
XP_320278.2,XP_011254877.1,1.00E-160,458,6.00E-161,458
XP_320278.2,XP_011254878.1,1.00E-160,458,6.00E-161,458
XP_320278.2,XP_011254879.1,1.00E-160,458,6.00E-161,458
XP_320281.4,XP_011263993.1,5.00E-111,340,5.00E-109,334
XP_320290.4,XP_011264074.1,0,1105,0,1105
XP_320290.4,XP_011264075.1,0,1083,0,1083
XP_320291.3,XP_011250948.1,0,671,0,671
XP_320291.3,XP_011250958.1,0,655,0,655
XP_320292.3,XP_011265775.1,2.00E-47,157,1.00E-38,133
XP_320293.4,XP_011259130.1,0,921,0,936
XP_320294.3,XP_011261636.1,0,965,0,940
XP_320295.4,XP_011260006.1,1.00E-75,236,3.00E-76,236
XP_320295.4,XP_011260007.2,1.00E-75,235,4.00E-76,235
XP_320295.4,XP_011260008.1,6.00E-76,236,2.00E-76,236
XP_320295.4,XP_011260009.1,6.00E-76,236,2.00E-76,236
XP_320295.4,XP_011260010.1,6.00E-76,236,2.00E-76,236
XP_320296.4,XP_011269909.1,1.00E-84,273,1.00E-78,256
XP_320296.4,XP_011269917.1,7.00E-87,279,1.00E-80,262
XP_320297.4,XP_025269482.1,1.00E-79,280,6.00E-91,312
XP_320300.4,XP_011260307.1,0,698,0,698
XP_320303.4,XP_011250710.1,1.00E-112,339,3.00E-115,345
XP_320305.3,XP_011258139.1,1.00E-20,83.2,4.00E-25,94
XP_320309.4,XP_011269437.1,0,571,0,571
XP_320310.3,XP_011269607.1,8.00E-80,248,3.00E-80,248
XP_320311.3,XP_011266346.1,2.00E-72,226,8.00E-73,226
XP_320314.4,XP_011265146.1,4.00E-104,322,8.00E-99,307
XP_320319.4,XP_011251472.1,3.00E-140,421,9.00E-132,398
XP_320320.4,XP_025271408.1,2.00E-138,417,2.00E-139,419
XP_320320.4,XP_025271409.1,2.00E-140,422,4.00E-140,420
XP_320320.4,XP_025271410.1,2.00E-136,410,4.00E-138,414
XP_320320.4,XP_025271411.1,1.00E-135,408,1.00E-137,412
XP_320321.3,XP_025271408.1,4.00E-138,416,1.00E-138,416
XP_320321.3,XP_025271409.1,7.00E-140,421,3.00E-139,418
XP_320321.3,XP_025271410.1,9.00E-136,409,1.00E-137,412
XP_320321.3,XP_025271411.1,3.00E-135,407,5.00E-137,410
XP_320323.4,XP_011255784.1,1.00E-180,522,0,525
XP_320323.4,XP_011255785.1,0,523,0,525
XP_320323.4,XP_019882982.1,0,527,0,531
