cflo,dmel ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_025268504.1,NP_729923.1,1.00E-179,514,1.00E-179,513
XP_025268505.1,NP_001189092.1,0,534,0,533
XP_025268505.1,NP_001189095.1,0,540,0,528
XP_025268505.1,NP_001261807.1,0,533,0,531
XP_025268505.1,NP_001261808.1,0,533,0,531
XP_025268505.1,NP_729923.1,0,533,0,531
XP_025268506.1,NP_001189092.1,0,532,0,531
XP_025268506.1,NP_001189095.1,0,538,0,527
XP_025268506.1,NP_001261807.1,0,531,0,530
XP_025268506.1,NP_001261808.1,0,531,0,530
XP_025268506.1,NP_729923.1,0,532,0,531
XP_025268512.1,NP_001137759.1,3.00E-64,213,2.00E-59,200
XP_025268512.1,NP_523857.1,2.00E-67,221,1.00E-59,200
XP_025268513.1,NP_001246485.1,3.00E-99,303,4.00E-98,300
XP_025268513.1,NP_001246486.1,3.00E-99,303,4.00E-98,300
XP_025268513.1,NP_477128.1,3.00E-99,303,4.00E-98,300
XP_025268514.1,NP_001137759.1,4.00E-64,213,2.00E-59,200
XP_025268514.1,NP_523857.1,2.00E-68,223,1.00E-59,200
XP_025268515.1,NP_001189108.1,3.00E-44,174,3.00E-43,171
XP_025268515.1,NP_648749.3,4.00E-46,181,3.00E-45,177
XP_025268516.1,NP_001137759.1,1.00E-65,216,2.00E-60,202
XP_025268516.1,NP_523857.1,9.00E-69,224,1.00E-60,202
XP_025268516.1,NP_726486.1,2.00E-64,213,8.00E-61,202
XP_025268520.1,NP_001137759.1,1.00E-64,214,1.00E-59,200
XP_025268520.1,NP_523857.1,4.00E-61,204,8.00E-60,200
XP_025268520.1,NP_726486.1,4.00E-61,204,7.00E-60,200
XP_025268521.1,NP_001262717.1,0,523,0,542
XP_025268521.1,NP_620122.2,0,523,0,542
XP_025268521.1,NP_732383.1,0,523,0,542
XP_025268522.1,NP_001097144.1,0,715,0,715
XP_025268522.1,NP_476734.1,0,717,0,721
XP_025268523.1,NP_001137759.1,3.00E-68,223,5.00E-63,209
XP_025268523.1,NP_523857.1,1.00E-64,213,2.00E-63,209
XP_025268523.1,NP_726486.1,1.00E-64,213,2.00E-63,209
XP_025268524.1,NP_001245941.1,0,658,0,654
XP_025268524.1,NP_001245942.1,0,654,0,647
XP_025268524.1,NP_001260237.1,0,641,0,626
XP_025268524.1,NP_001260239.1,0,667,0,664
XP_025268524.1,NP_001260240.1,0,666,0,665
XP_025268524.1,NP_001260241.1,0,657,0,654
XP_025268524.1,NP_001260242.1,0,667,0,664
XP_025268524.1,NP_995650.3,0,667,0,664
XP_025268524.1,NP_995651.3,0,667,0,665
XP_025268525.1,NP_001245978.1,0,621,0,634
XP_025268525.1,NP_001245979.2,0,612,0,624
XP_025268525.1,NP_001260377.1,0,628,0,628
XP_025268525.1,NP_001285836.1,0,611,0,611
XP_025268525.1,NP_523546.1,0,610,0,610
XP_025268525.1,NP_995685.3,0,640,0,640
XP_025268526.1,NP_001245978.1,0,626,0,639
XP_025268526.1,NP_001245979.2,0,616,0,629
XP_025268526.1,NP_001260377.1,0,632,0,632
XP_025268526.1,NP_001285836.1,0,615,0,615
XP_025268526.1,NP_523546.1,0,615,0,615
XP_025268526.1,NP_995685.3,0,645,0,645
XP_025268527.1,NP_001246256.1,9.00E-175,510,9.00E-175,510
XP_025268527.1,NP_610588.2,9.00E-175,510,9.00E-175,510
XP_025268527.1,NP_995803.1,9.00E-175,510,9.00E-175,510
XP_025268528.1,NP_001246256.1,6.00E-175,510,6.00E-175,510
XP_025268528.1,NP_610588.2,6.00E-175,510,6.00E-175,510
XP_025268528.1,NP_995803.1,6.00E-175,510,6.00E-175,510
XP_025268529.1,NP_001246256.1,6.00E-175,510,6.00E-175,510
XP_025268529.1,NP_610588.2,6.00E-175,510,6.00E-175,510
XP_025268529.1,NP_995803.1,6.00E-175,510,6.00E-175,510
XP_025268530.1,NP_001246256.1,6.00E-175,510,6.00E-175,510
XP_025268530.1,NP_610588.2,6.00E-175,510,6.00E-175,510
XP_025268530.1,NP_995803.1,6.00E-175,510,6.00E-175,510
XP_025268531.1,NP_001246256.1,6.00E-175,510,6.00E-175,510
XP_025268531.1,NP_610588.2,6.00E-175,510,6.00E-175,510
XP_025268531.1,NP_995803.1,6.00E-175,510,6.00E-175,510
XP_025268532.1,NP_001246256.1,6.00E-175,510,6.00E-175,510
XP_025268532.1,NP_610588.2,6.00E-175,510,6.00E-175,510
XP_025268532.1,NP_995803.1,6.00E-175,510,6.00E-175,510
XP_025268533.1,NP_001245978.1,0,622,0,630
XP_025268533.1,NP_001260377.1,0,628,0,628
XP_025268533.1,NP_001285836.1,0,615,0,615
XP_025268533.1,NP_995685.3,0,645,0,645
XP_025268534.1,NP_001245978.1,0,616,0,629
XP_025268534.1,NP_001245979.2,0,613,0,626
XP_025268534.1,NP_001285836.1,0,612,0,612
XP_025268534.1,NP_523546.1,0,612,0,612
XP_025268536.1,NP_649713.1,2.00E-96,286,2.00E-96,286
XP_025268537.1,NP_610938.1,0,699,0,723
XP_025268538.1,NP_001245978.1,0,621,0,634
XP_025268538.1,NP_001245979.2,0,618,0,630
XP_025268538.1,NP_001285836.1,0,616,0,616
XP_025268538.1,NP_523546.1,0,617,0,617
XP_025268539.1,NP_788357.1,0,610,0,594
XP_025268540.1,NP_001245978.1,0,622,0,635
XP_025268540.1,NP_001245979.2,0,612,0,624
XP_025268540.1,NP_001260377.1,0,627,0,627
XP_025268540.1,NP_001285836.1,0,610,0,610
XP_025268540.1,NP_523546.1,0,611,0,611
XP_025268540.1,NP_995685.3,0,640,0,640
XP_025268542.1,NP_001245978.1,0,627,0,636
XP_025268542.1,NP_001260377.1,0,633,0,633
XP_025268542.1,NP_001285836.1,0,620,0,620
XP_025268542.1,NP_995685.3,0,649,0,649
XP_025268543.1,NP_001245978.1,0,621,0,635
XP_025268543.1,NP_001245979.2,0,617,0,631
XP_025268543.1,NP_001285836.1,0,616,0,616
XP_025268543.1,NP_523546.1,0,617,0,617
XP_025268546.1,NP_001261958.1,0,544,0,545
XP_025268546.1,NP_524117.1,0,544,0,545
XP_025268547.1,NP_001245978.1,0,621,0,623
XP_025268547.1,NP_001260377.1,0,628,0,628
XP_025268547.1,NP_001285836.1,0,610,0,610
XP_025268547.1,NP_523546.1,0,611,0,611
XP_025268547.1,NP_995685.3,0,641,0,641
XP_025268548.1,NP_001261958.1,0,533,0,534
XP_025268548.1,NP_524117.1,0,533,0,534
XP_025268549.1,NP_001261958.1,0,533,0,534
XP_025268549.1,NP_524117.1,0,533,0,534
XP_025268550.1,NP_732958.1,1.00E-43,162,1.00E-43,162
XP_025268552.1,NP_611753.4,0,593,0,593
XP_025268553.1,NP_001262495.1,0,616,0,616
XP_025268553.1,NP_650145.1,0,616,0,616
XP_025268554.1,NP_650316.1,1.00E-31,119,3.00E-37,133
XP_025268555.1,NP_651995.1,9.00E-42,152,7.00E-42,152
XP_025268556.1,NP_608323.1,2.00E-84,286,1.00E-84,286
XP_025268557.1,NP_608323.1,2.00E-84,286,1.00E-84,286
XP_025268558.1,NP_001138149.1,2.00E-157,450,2.00E-141,409
XP_025268558.1,NP_001284833.1,1.00E-157,450,2.00E-141,409
XP_025268558.1,NP_570019.1,1.00E-157,450,2.00E-141,409
XP_025268559.1,NP_001247227.1,1.00E-39,149,8.00E-40,149
XP_025268566.1,NP_608924.1,4.00E-177,519,3.00E-177,519
XP_025268575.1,NP_001036685.2,0,815,0,831
XP_025268575.1,NP_731170.2,0,815,0,831
XP_025268580.1,NP_001188729.1,0,1365,0,1362
XP_025268580.1,NP_001188730.1,0,1364,0,1362
XP_025268581.1,NP_001188729.1,0,1365,0,1365
XP_025268581.1,NP_001188730.1,0,1367,0,1366
XP_025268582.1,NP_001262191.1,0,541,6.00E-164,486
XP_025268582.1,NP_001262192.1,0,543,5.00E-164,486
XP_025268582.1,NP_524205.2,0,543,5.00E-164,486
XP_025268582.1,NP_730686.3,0,543,4.00E-164,486
XP_025268583.1,NP_001262191.1,0,541,6.00E-164,486
XP_025268583.1,NP_001262192.1,0,543,5.00E-164,486
XP_025268583.1,NP_524205.2,0,543,5.00E-164,486
XP_025268583.1,NP_730686.3,0,543,4.00E-164,486
XP_025268608.1,NP_001137915.1,7.00E-111,380,8.00E-113,385
XP_025268608.1,NP_001137916.1,1.00E-108,380,2.00E-110,385
XP_025268608.1,NP_001137917.1,4.00E-113,393,2.00E-117,406
XP_025268608.1,NP_001137919.1,3.00E-112,394,4.00E-116,406
XP_025268608.1,NP_001137920.1,1.00E-112,393,3.00E-117,407
XP_025268609.1,NP_652016.1,3.00E-130,424,2.00E-130,424
XP_025268626.1,NP_001287510.1,0,1236,0,1238
XP_025268626.1,NP_476879.1,0,1236,0,1238
XP_025268626.1,NP_733035.1,0,1236,0,1238
XP_025268627.1,NP_001287510.1,0,1245,0,1247
XP_025268627.1,NP_476879.1,0,1245,0,1247
XP_025268627.1,NP_733035.1,0,1245,0,1247
XP_025268628.1,NP_001163058.1,2.00E-115,354,5.00E-111,343
XP_025268628.1,NP_724428.1,2.00E-115,355,4.00E-111,343
XP_025268629.1,NP_001163058.1,2.00E-115,355,6.00E-111,343
XP_025268629.1,NP_724428.1,2.00E-115,355,4.00E-111,343
XP_025268634.1,NP_001097375.1,1.00E-133,387,2.00E-133,387
XP_025268637.1,NP_001247254.1,6.00E-36,145,5.00E-36,145
XP_025268643.1,NP_651281.1,0,575,0,575
XP_025268644.1,NP_651281.1,0,560,0,560
XP_025268645.1,NP_524999.2,0,688,0,689
XP_025268646.1,NP_001259363.1,1.00E-65,197,1.00E-65,197
XP_025268646.1,NP_001259364.1,1.00E-65,197,1.00E-65,197
XP_025268646.1,NP_001259365.1,1.00E-65,197,1.00E-65,197
XP_025268646.1,NP_524662.1,1.00E-65,197,1.00E-65,197
XP_025268646.1,NP_727293.1,1.00E-65,197,1.00E-65,197
XP_025268647.1,NP_001036346.3,0,1620,0,901
XP_025268647.1,NP_001188718.1,0,1602,0,1577
XP_025268647.1,NP_001188719.1,0,1593,0,1568
XP_025268647.1,NP_001260226.1,0,1605,0,1572
XP_025268647.1,NP_001260227.1,0,1591,0,1568
XP_025268647.1,NP_001260228.1,0,1585,0,890
XP_025268647.1,NP_723354.3,0,1598,0,900
XP_025268649.1,NP_001036346.3,0,1615,0,895
XP_025268649.1,NP_001188718.1,0,1599,0,1575
XP_025268649.1,NP_001188719.1,0,1593,0,1569
XP_025268649.1,NP_001260226.1,0,1598,0,1567
XP_025268649.1,NP_001260227.1,0,1588,0,1565
XP_025268649.1,NP_001260228.1,0,1586,0,890
XP_025268649.1,NP_723354.3,0,1593,0,895
XP_025268650.1,NP_001259252.1,0,1028,0,1007
XP_025268650.1,NP_001259253.1,0,989,0,972
XP_025268650.1,NP_001284887.1,0,1032,0,1010
XP_025268650.1,NP_996354.2,0,989,0,972
XP_025268654.1,NP_651960.2,0,2045,0,1990
XP_025268654.1,NP_728560.1,0,2045,0,1990
XP_025268655.1,NP_001036346.3,0,1598,0,900
XP_025268655.1,NP_001260226.1,0,1613,0,1584
XP_025268655.1,NP_001260228.1,0,1595,0,890
XP_025268656.1,NP_651960.2,0,2045,0,1990
XP_025268656.1,NP_728560.1,0,2045,0,1990
XP_025268657.1,NP_651960.2,0,2046,0,1993
XP_025268657.1,NP_728560.1,0,2046,0,1993
XP_025268658.1,NP_651960.2,0,2045,0,1992
XP_025268658.1,NP_728560.1,0,2045,0,1992
XP_025268659.1,NP_651960.2,0,2045,0,1991
XP_025268659.1,NP_728560.1,0,2045,0,1991
XP_025268660.1,NP_001036346.3,0,1608,0,885
XP_025268660.1,NP_001188718.1,0,1606,0,1582
XP_025268660.1,NP_001188719.1,0,1603,0,1578
XP_025268660.1,NP_001260227.1,0,1595,0,1572
XP_025268660.1,NP_001260228.1,0,1593,0,899
XP_025268660.1,NP_723354.3,0,1585,0,888
XP_025268662.1,NP_001036346.3,0,1602,0,880
XP_025268662.1,NP_001188718.1,0,1604,0,1581
XP_025268662.1,NP_001188719.1,0,1603,0,1577
XP_025268662.1,NP_001260227.1,0,1594,0,1571
XP_025268662.1,NP_001260228.1,0,1594,0,900
XP_025268662.1,NP_723354.3,0,1580,0,883
XP_025268663.1,NP_001262118.1,0,618,0,618
XP_025268663.1,NP_649242.1,0,620,0,620
XP_025268665.1,NP_001188718.1,0,1599,0,1576
XP_025268665.1,NP_001188719.1,0,1608,0,1582
XP_025268665.1,NP_001260227.1,0,1588,0,1564
XP_025268665.1,NP_001260228.1,0,1597,0,902
XP_025268666.1,NP_650486.1,0,607,0,614
XP_025268667.1,NP_001036346.3,0,1588,0,899
XP_025268667.1,NP_001260226.1,0,1612,0,1581
XP_025268667.1,NP_001260228.1,0,1600,0,887
XP_025268669.1,NP_001188718.1,0,1605,0,1574
XP_025268669.1,NP_001188719.1,0,1596,0,1566
XP_025268669.1,NP_001260227.1,0,1594,0,1563
XP_025268674.1,NP_001034024.2,0,712,0,708
XP_025268674.1,NP_001261894.1,0,713,0,710
XP_025268674.1,NP_001356981.1,0,713,0,710
XP_025268679.1,NP_001260420.1,0,576,0,585
XP_025268679.1,NP_609585.1,0,576,0,585
XP_025268680.1,NP_001260420.1,0,576,0,585
XP_025268680.1,NP_609585.1,0,576,0,585
XP_025268681.1,NP_001034025.2,0,682,0,676
XP_025268681.1,NP_001246781.1,0,679,0,673
XP_025268681.1,NP_001261900.1,0,682,0,678
XP_025268681.1,NP_001356910.1,0,684,0,677
XP_025268682.1,NP_001260420.1,0,576,0,585
XP_025268682.1,NP_609585.1,0,576,0,585
XP_025268683.1,NP_001260420.1,0,568,0,578
XP_025268683.1,NP_609585.1,0,568,0,578
XP_025268684.1,NP_001034025.2,0,683,0,679
XP_025268684.1,NP_001246781.1,0,681,0,677
XP_025268684.1,NP_001261900.1,0,688,0,683
XP_025268684.1,NP_001356910.1,0,679,0,673
XP_025268686.1,NP_001034025.2,0,680,0,676
XP_025268686.1,NP_001246781.1,0,678,0,674
XP_025268686.1,NP_001261900.1,0,679,0,677
XP_025268686.1,NP_001356910.1,0,676,0,671
XP_025268687.1,NP_001034024.2,0,729,0,724
XP_025268687.1,NP_001261894.1,0,729,0,725
XP_025268687.1,NP_001356981.1,0,729,0,725
XP_025268690.1,NP_001034025.2,0,699,0,696
XP_025268690.1,NP_001246781.1,0,696,0,692
XP_025268690.1,NP_001261900.1,0,704,0,699
XP_025268690.1,NP_001356910.1,0,696,0,690
XP_025268691.1,NP_001034024.2,0,697,0,692
XP_025268691.1,NP_001034025.2,0,702,0,698
XP_025268691.1,NP_001246781.1,0,700,0,695
XP_025268691.1,NP_001261894.1,0,697,0,693
XP_025268691.1,NP_001261900.1,0,701,0,699
XP_025268691.1,NP_001356910.1,0,698,0,694
XP_025268691.1,NP_001356981.1,0,697,0,693
XP_025268692.1,NP_649783.2,5.00E-42,143,4.00E-42,143
XP_025268695.1,NP_609537.1,2.00E-103,324,2.00E-103,324
XP_025268696.1,NP_001034024.2,0,692,0,690
XP_025268696.1,NP_001246782.1,0,707,0,704
XP_025268696.1,NP_001261894.1,0,693,0,692
XP_025268696.1,NP_001261895.1,0,708,0,708
XP_025268696.1,NP_001261896.1,0,707,0,706
XP_025268696.1,NP_001356909.1,0,702,0,702
XP_025268696.1,NP_001356981.1,0,693,0,692
XP_025268697.1,NP_001097315.1,5.00E-92,325,3.00E-88,313
XP_025268698.1,NP_001034023.2,0,672,0,670
XP_025268699.1,NP_001260167.1,3.00E-135,411,4.00E-135,411
XP_025268699.1,NP_477035.1,3.00E-135,411,4.00E-135,411
XP_025268700.1,NP_001260167.1,3.00E-135,411,4.00E-135,411
XP_025268700.1,NP_477035.1,3.00E-135,411,4.00E-135,411
XP_025268701.1,NP_001163450.1,0,580,0,580
XP_025268705.1,NP_001034024.2,0,709,0,707
XP_025268705.1,NP_001246782.1,0,723,0,721
XP_025268705.1,NP_001261894.1,0,709,0,708
XP_025268705.1,NP_001261895.1,0,725,0,724
XP_025268705.1,NP_001261896.1,0,723,0,722
XP_025268705.1,NP_001356909.1,0,718,0,717
XP_025268705.1,NP_001356981.1,0,709,0,708
XP_025268712.1,NP_001034023.2,0,691,0,689
XP_025268712.1,NP_001034025.2,0,679,0,677
XP_025268712.1,NP_001246781.1,0,677,0,674
XP_025268712.1,NP_001261895.1,0,690,0,688
XP_025268712.1,NP_001261900.1,0,685,0,681
XP_025268712.1,NP_001356910.1,0,677,0,672
XP_025268714.1,NP_001303452.1,2.00E-100,294,9.00E-101,295
XP_025268714.1,NP_649948.1,2.00E-100,294,9.00E-101,295
XP_025268715.1,NP_001034023.2,0,688,0,686
XP_025268715.1,NP_001034025.2,0,677,0,674
XP_025268715.1,NP_001246781.1,0,674,0,671
XP_025268715.1,NP_001261900.1,0,676,0,675
XP_025268715.1,NP_001356910.1,0,672,0,670
XP_025268718.1,NP_996042.1,1.00E-53,177,2.00E-50,169
XP_025268720.1,NP_649243.1,2.00E-127,367,2.00E-127,367
XP_025268721.1,NP_001261101.1,9.00E-120,365,8.00E-121,367
XP_025268721.1,NP_477394.3,1.00E-120,367,8.00E-121,367
XP_025268721.1,NP_725939.2,7.00E-121,367,6.00E-122,370
XP_025268721.1,NP_725940.2,9.00E-120,364,7.00E-120,364
XP_025268723.1,NP_648351.1,1.00E-12,68.6,1.00E-15,77
XP_025268727.1,NP_651624.2,0,1006,0,991
XP_025268728.1,NP_651624.2,0,1003,0,988
XP_025268730.1,NP_001262577.1,5.00E-107,319,1.00E-107,320
XP_025268730.1,NP_650387.1,9.00E-107,318,9.00E-107,318
XP_025268730.1,NP_731939.1,9.00E-107,318,9.00E-107,318
XP_025268730.1,NP_731940.1,9.00E-107,318,9.00E-107,318
XP_025268734.1,NP_727144.1,1.00E-92,295,8.00E-93,296
XP_025268741.1,NP_001286733.1,2.00E-69,233,1.00E-63,218
XP_025268742.1,NP_001286732.1,7.00E-68,229,6.00E-62,214
XP_025268742.1,NP_001286733.1,6.00E-72,239,3.00E-66,224
XP_025268742.1,NP_788426.1,2.00E-72,240,2.00E-66,224
XP_025268743.1,NP_001034052.2,0,745,0,731
XP_025268743.1,NP_001247086.1,0,745,0,731
XP_025268747.1,NP_001163086.1,3.00E-12,62,4.00E-11,58.2
XP_025268747.1,NP_001163087.1,3.00E-12,62,4.00E-11,58.2
XP_025268747.1,NP_001286185.1,3.00E-12,62,4.00E-11,58.2
XP_025268750.1,NP_001262803.1,1.00E-130,397,9.00E-131,397
XP_025268750.1,NP_650953.1,1.00E-130,397,9.00E-131,397
XP_025268751.1,NP_001262803.1,2.00E-131,398,1.00E-131,398
XP_025268751.1,NP_650953.1,2.00E-131,398,1.00E-131,398
XP_025268752.1,NP_001262803.1,2.00E-131,398,1.00E-131,398
XP_025268752.1,NP_650953.1,2.00E-131,398,1.00E-131,398
XP_025268753.1,NP_001262803.1,3.00E-127,387,3.00E-127,387
XP_025268753.1,NP_650953.1,3.00E-127,387,3.00E-127,387
XP_025268756.1,NP_001261680.1,2.00E-101,317,2.00E-97,306
XP_025268759.1,NP_001261680.1,2.00E-99,311,1.00E-97,306
XP_025268761.1,NP_001246150.1,9.00E-20,84.7,1.00E-19,84.3
XP_025268761.1,NP_610227.2,9.00E-20,84.7,1.00E-19,84.3
XP_025268761.1,NP_724490.1,9.00E-20,84.7,1.00E-19,84.3
XP_025268762.1,NP_001246150.1,7.00E-20,85.1,8.00E-20,84.7
XP_025268762.1,NP_610227.2,7.00E-20,85.1,8.00E-20,84.7
XP_025268762.1,NP_724490.1,7.00E-20,85.1,8.00E-20,84.7
XP_025268774.1,NP_001162721.1,0,986,0,987
XP_025268774.1,NP_001162722.1,0,995,0,996
XP_025268774.1,NP_001259450.1,0,986,0,987
XP_025268774.1,NP_572716.3,0,980,0,983
XP_025268774.1,NP_727526.2,0,989,0,990
XP_025268781.1,NP_650541.1,2.00E-24,97.1,2.00E-24,97.1
XP_025268786.1,NP_001138015.1,1.00E-157,470,2.00E-163,485
XP_025268786.1,NP_001138016.1,3.00E-160,472,9.00E-164,481
XP_025268786.1,NP_001163531.1,5.00E-157,470,1.00E-162,484
XP_025268786.1,NP_649654.3,1.00E-157,470,2.00E-163,485
XP_025268786.1,NP_731081.2,1.00E-157,470,2.00E-163,485
XP_025268787.1,NP_001138015.1,1.00E-157,470,2.00E-163,485
XP_025268787.1,NP_001138016.1,3.00E-160,472,9.00E-164,481
XP_025268787.1,NP_001163531.1,5.00E-157,470,1.00E-162,484
XP_025268787.1,NP_649654.3,1.00E-157,470,2.00E-163,485
XP_025268787.1,NP_731081.2,1.00E-157,470,2.00E-163,485
XP_025268788.1,NP_001138015.1,1.00E-157,470,2.00E-163,485
XP_025268788.1,NP_001138016.1,3.00E-160,472,9.00E-164,481
XP_025268788.1,NP_001163531.1,5.00E-157,470,1.00E-162,484
XP_025268788.1,NP_649654.3,1.00E-157,470,2.00E-163,485
XP_025268788.1,NP_731081.2,1.00E-157,470,2.00E-163,485
XP_025268789.1,NP_001138015.1,1.00E-157,470,2.00E-163,485
XP_025268789.1,NP_001138016.1,3.00E-160,472,9.00E-164,481
XP_025268789.1,NP_001163531.1,5.00E-157,470,1.00E-162,484
XP_025268789.1,NP_649654.3,1.00E-157,470,2.00E-163,485
XP_025268789.1,NP_731081.2,1.00E-157,470,2.00E-163,485
XP_025268791.1,NP_001138015.1,1.00E-157,470,2.00E-163,485
XP_025268791.1,NP_001138016.1,3.00E-160,472,9.00E-164,481
XP_025268791.1,NP_001163531.1,5.00E-157,470,1.00E-162,484
XP_025268791.1,NP_649654.3,1.00E-157,470,2.00E-163,485
XP_025268791.1,NP_731081.2,1.00E-157,470,2.00E-163,485
XP_025268792.1,NP_001138015.1,1.00E-157,470,2.00E-163,485
XP_025268792.1,NP_001138016.1,3.00E-160,472,9.00E-164,481
XP_025268792.1,NP_001163531.1,5.00E-157,470,1.00E-162,484
XP_025268792.1,NP_649654.3,1.00E-157,470,2.00E-163,485
XP_025268792.1,NP_731081.2,1.00E-157,470,2.00E-163,485
XP_025268793.1,NP_001138015.1,1.00E-157,470,2.00E-163,485
XP_025268793.1,NP_001138016.1,3.00E-160,472,9.00E-164,481
XP_025268793.1,NP_001163531.1,5.00E-157,470,1.00E-162,484
XP_025268793.1,NP_649654.3,1.00E-157,470,2.00E-163,485
XP_025268793.1,NP_731081.2,1.00E-157,470,2.00E-163,485
XP_025268794.1,NP_001138015.1,1.00E-157,470,2.00E-163,485
XP_025268794.1,NP_001138016.1,3.00E-160,472,9.00E-164,481
XP_025268794.1,NP_001163531.1,5.00E-157,470,1.00E-162,484
XP_025268794.1,NP_649654.3,1.00E-157,470,2.00E-163,485
XP_025268794.1,NP_731081.2,1.00E-157,470,2.00E-163,485
XP_025268795.1,NP_001138015.1,7.00E-161,478,1.00E-166,493
XP_025268795.1,NP_001138016.1,2.00E-163,480,3.00E-167,489
XP_025268795.1,NP_001163531.1,2.00E-160,478,8.00E-166,492
XP_025268795.1,NP_649654.3,7.00E-161,478,1.00E-166,493
XP_025268795.1,NP_731081.2,7.00E-161,478,1.00E-166,493
XP_025268796.1,NP_001138015.1,2.00E-159,474,5.00E-166,491
XP_025268796.1,NP_001138016.1,5.00E-162,476,5.00E-166,486
XP_025268796.1,NP_001163531.1,6.00E-159,475,5.00E-165,490
XP_025268796.1,NP_649654.3,2.00E-159,474,5.00E-166,491
XP_025268796.1,NP_731081.2,2.00E-159,474,5.00E-166,491
XP_025268797.1,NP_001138015.1,1.00E-157,470,6.00E-164,486
XP_025268797.1,NP_001138016.1,4.00E-160,471,2.00E-164,482
XP_025268797.1,NP_001163531.1,3.00E-157,470,4.00E-163,485
XP_025268797.1,NP_649654.3,1.00E-157,470,6.00E-164,486
XP_025268797.1,NP_731081.2,1.00E-157,470,6.00E-164,486
XP_025268809.1,NP_732261.1,2.00E-06,42.7,2.00E-06,42.7
XP_025268810.1,NP_647620.1,0,1432,0,1447
XP_025268810.1,NP_728624.1,0,1432,0,1447
XP_025268811.1,NP_647620.1,0,1430,0,1445
XP_025268811.1,NP_728624.1,0,1430,0,1445
XP_025268812.1,NP_647620.1,0,1448,0,1463
XP_025268812.1,NP_728624.1,0,1448,0,1463
XP_025268813.1,NP_647620.1,0,1416,0,1434
XP_025268813.1,NP_728624.1,0,1416,0,1434
XP_025268816.1,NP_536744.2,3.00E-55,174,9.00E-56,175
XP_025268827.1,NP_001097144.1,0,711,0,711
XP_025268827.1,NP_476734.1,0,716,0,716
XP_025268829.1,NP_649891.1,3.00E-170,481,2.00E-170,481
XP_025268831.1,NP_001261503.1,0,719,0,719
XP_025268831.1,NP_648093.2,0,719,0,719
XP_025268832.1,NP_001261503.1,0,720,0,720
XP_025268832.1,NP_648093.2,0,720,0,720
XP_025268833.1,NP_001261503.1,0,719,0,719
XP_025268833.1,NP_648093.2,0,719,0,719
XP_025268834.1,NP_573239.1,5.00E-72,232,7.00E-72,232
XP_025268835.1,NP_573239.1,3.00E-72,233,3.00E-72,233
XP_025268836.1,NP_609690.1,7.00E-08,52.8,1.00E-06,48.9
XP_025268837.1,NP_476576.1,0,647,0,633
XP_025268837.1,NP_476578.3,0,650,0,637
XP_025268838.1,NP_476576.1,0,641,0,627
XP_025268838.1,NP_476578.3,0,645,0,631
XP_025268839.1,NP_476576.1,0,640,0,627
XP_025268839.1,NP_476578.3,0,644,0,630
XP_025268840.1,NP_611869.1,6.00E-73,250,7.00E-71,244
XP_025268841.1,NP_608388.2,0,2600,0,3565
XP_025268842.1,NP_608376.1,2.00E-149,442,2.00E-149,442
XP_025268856.1,NP_001027109.2,1.00E-52,171,1.00E-52,171
XP_025268856.1,NP_001027110.2,2.00E-53,172,2.00E-53,172
XP_025268856.1,NP_001303405.1,2.00E-53,172,2.00E-53,172
XP_025268856.1,NP_001334670.1,2.00E-53,172,2.00E-53,172
XP_025268857.1,NP_001027109.2,4.00E-52,168,4.00E-52,168
XP_025268857.1,NP_001027110.2,6.00E-53,170,5.00E-53,170
XP_025268857.1,NP_001303405.1,6.00E-53,170,5.00E-53,170
XP_025268857.1,NP_001334670.1,6.00E-53,170,5.00E-53,170
XP_025268862.1,NP_609478.1,2.00E-111,332,1.00E-111,332
XP_025268867.1,NP_001189282.1,0,773,0,742
XP_025268867.1,NP_524490.2,0,773,0,742
XP_025268868.1,NP_001189282.1,0,772,0,742
XP_025268868.1,NP_524490.2,0,772,0,742
XP_025268869.1,NP_001189282.1,0,772,0,742
XP_025268869.1,NP_524490.2,0,772,0,742
XP_025268870.1,NP_648955.1,2.00E-25,99.8,1.00E-25,99.8
XP_025268871.1,NP_648955.1,2.00E-25,99.8,1.00E-25,99.8
XP_025268872.1,NP_523951.1,5.00E-54,192,7.00E-50,181
XP_025268873.1,NP_523951.1,1.00E-53,191,1.00E-50,183
XP_025268874.1,NP_523951.1,3.00E-54,193,3.00E-51,184
XP_025268884.1,NP_651581.2,2.00E-27,112,3.00E-27,112
XP_025268885.1,NP_651581.2,1.00E-27,112,2.00E-27,112
XP_025268886.1,NP_729308.1,6.00E-164,527,3.00E-164,528
XP_025268887.1,NP_001246661.1,4.00E-169,511,2.00E-169,511
XP_025268887.1,NP_729308.1,8.00E-170,534,3.00E-170,535
XP_025268888.1,NP_001246661.1,8.00E-173,520,4.00E-173,520
XP_025268888.1,NP_729308.1,8.00E-174,544,5.00E-174,545
XP_025268896.1,NP_001163381.1,7.00E-174,489,6.00E-174,489
XP_025268896.1,NP_001261595.1,3.00E-173,493,6.00E-173,493
XP_025268896.1,NP_648243.1,7.00E-174,489,6.00E-174,489
XP_025268896.1,NP_788480.1,7.00E-174,489,6.00E-174,489
XP_025268898.1,NP_569971.3,6.00E-120,368,3.00E-120,369
XP_025268912.1,NP_001285354.1,0,703,0,693
