amel,cflo ,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_396828.2,XP_019884961.1,0,616,0,616
XP_396830.4,XP_011260913.1,0,1276,0,1288
XP_396833.4,XP_025270015.1,0,2143,0,2134
XP_396835.3,XP_019884325.2,2.00E-123,353,3.00E-121,348
XP_396838.2,XP_011256767.1,2.00E-137,388,2.00E-137,388
XP_396842.4,XP_011260783.1,5.00E-69,213,5.00E-69,213
XP_396848.4,XP_011251938.1,0,627,0,644
XP_396851.4,XP_011256979.1,0,754,0,751
XP_396851.4,XP_019883307.1,0,749,0,746
XP_396852.2,XP_025267973.1,0,936,0,936
XP_396853.3,XP_025267788.1,0,1267,0,1271
XP_396853.3,XP_025267789.1,0,1267,0,1271
XP_396853.3,XP_025267790.1,0,1267,0,1271
XP_396853.3,XP_025267791.1,0,1264,0,1268
XP_396853.3,XP_025267792.1,0,1255,0,1260
XP_396853.3,XP_025267793.1,0,1274,0,1279
XP_396853.3,XP_025267794.1,0,1276,0,1282
XP_396853.3,XP_025267795.1,0,1262,0,1267
XP_396853.3,XP_025267796.1,0,1254,0,1258
XP_396853.3,XP_025267797.1,0,1283,0,1290
XP_396853.3,XP_025267798.1,0,1231,0,1236
XP_396853.3,XP_025267799.1,0,1228,0,1231
XP_396853.3,XP_025267800.1,0,1259,0,1265
XP_396853.3,XP_025267801.1,0,1224,0,1229
XP_396853.3,XP_025267802.1,0,1239,0,1244
XP_396853.3,XP_025267811.1,0,1223,0,1229
XP_396853.3,XP_025267813.1,0,1220,0,1226
XP_396855.2,XP_011263806.1,0,660,0,656
XP_396855.2,XP_011263807.1,0,660,0,656
XP_396855.2,XP_011263808.1,0,660,0,656
XP_396855.2,XP_011263810.1,0,660,0,656
XP_396855.2,XP_019884558.1,0,660,0,656
XP_396862.5,XP_011256458.1,0,1753,0,1747
XP_396862.5,XP_011256460.1,0,1746,0,1743
XP_396862.5,XP_025270136.1,0,1753,0,1747
XP_396862.5,XP_025270237.1,0,1746,0,1743
XP_396869.4,XP_025266939.1,0,3058,0,3121
XP_396871.5,XP_011265084.2,0,1173,0,1168
XP_396873.2,XP_011256652.1,0,754,0,754
XP_396874.5,XP_011256658.2,0,983,0,1002
XP_396879.3,XP_011264002.1,0,721,0,721
XP_396881.3,XP_011265544.1,9.00E-142,400,1.00E-141,400
XP_396884.3,XP_025262774.1,0,1946,0,2031
XP_396892.2,XP_011259736.2,0,1328,0,1353
XP_396894.4,XP_011268773.1,0,679,0,679
XP_396895.4,XP_011253823.1,0,921,0,887
XP_396895.4,XP_025264982.1,0,957,0,923
XP_396904.4,XP_011264491.1,0,1863,0,1856
XP_396904.4,XP_011264492.1,0,1862,0,1859
XP_396906.3,XP_011253194.1,0,1725,0,1731
XP_396908.2,XP_011257595.1,0,1052,0,1052
XP_396908.2,XP_011257596.1,0,1063,0,1063
XP_396908.2,XP_019883322.1,0,1052,0,1052
XP_396912.1,XP_011254924.1,0,991,0,994
XP_396912.1,XP_011254925.1,0,991,0,994
XP_396914.2,XP_011254932.1,2.00E-121,345,2.00E-121,345
XP_396915.4,XP_011263502.1,0,1545,0,1545
XP_396916.4,XP_025264400.1,0,746,0,719
XP_396916.4,XP_025264401.1,0,746,0,719
XP_396918.4,XP_011260145.2,0,1376,0,1370
XP_396918.4,XP_025264397.1,0,1376,0,1370
XP_396918.4,XP_025264398.1,0,1376,0,1370
XP_396925.4,XP_011257954.1,0,1826,0,1807
XP_396930.1,XP_011253488.1,1.00E-57,179,1.00E-58,182
XP_396933.1,XP_011253495.1,1.00E-142,414,1.00E-142,414
XP_396934.4,XP_011261031.2,0,579,0,584
XP_396934.4,XP_011261032.2,0,579,0,584
XP_396934.4,XP_011261033.2,0,579,0,584
XP_396937.4,XP_011255271.1,0,1330,0,1330
XP_396939.2,XP_011250828.1,3.00E-178,498,2.00E-172,484
XP_396939.2,XP_011250829.1,3.00E-178,498,2.00E-172,484
XP_396939.2,XP_011250830.1,3.00E-178,498,2.00E-172,484
XP_396939.2,XP_025267055.1,3.00E-178,498,2.00E-172,484
XP_396942.4,XP_025263612.1,3.00E-144,436,3.00E-144,436
XP_396943.1,XP_011268871.1,0,1056,0,1056
XP_396943.1,XP_025271195.1,0,1056,0,1056
XP_396944.4,XP_011268877.1,0,654,0,653
XP_396945.4,XP_011268874.1,0,645,0,645
XP_396955.5,XP_025270839.1,0,840,0,843
XP_396955.5,XP_025270840.1,0,840,0,843
XP_396955.5,XP_025270841.1,0,850,0,854
XP_396958.5,XP_011259605.1,0,892,0,890
XP_396958.5,XP_011259606.1,0,892,0,890
XP_396958.5,XP_011259607.1,0,892,0,890
XP_396958.5,XP_011259609.1,0,892,0,890
XP_396958.5,XP_011259613.1,0,892,0,891
XP_396958.5,XP_025263342.1,0,892,0,890
XP_396958.5,XP_025263343.1,0,892,0,890
XP_396960.2,XP_011259600.1,0,592,0,593
XP_396963.2,XP_025264215.1,1.00E-159,447,1.00E-159,447
XP_396966.2,XP_011255359.1,0,1029,0,1015
XP_396967.4,XP_011258361.1,0,1614,0,1614
XP_396972.6,XP_025269397.1,2.00E-137,407,1.00E-129,387
XP_396976.2,XP_011261961.1,8.00E-158,454,3.00E-152,440
XP_396981.5,XP_011268021.1,0,1458,0,1458
XP_396981.5,XP_011268023.1,0,1457,0,1457
XP_396986.3,XP_011251507.1,0,1154,0,1155
XP_396989.2,XP_011254992.1,0,1042,0,1042
XP_396989.2,XP_019882877.1,0,1042,0,1042
XP_396989.2,XP_019882880.1,0,1042,0,1042
XP_396989.2,XP_025261903.1,0,1042,0,1042
XP_396989.2,XP_025261904.1,0,1036,0,1036
XP_396989.2,XP_025261905.1,0,1026,0,1026
XP_396990.3,XP_011259644.1,0,2698,0,2716
XP_396991.5,XP_019882609.2,0,1339,0,1313
XP_396991.5,XP_019882613.2,0,1339,0,1313
XP_396991.5,XP_019882615.2,0,1339,0,1313
XP_396991.5,XP_025266962.1,0,1339,0,1313
XP_396991.5,XP_025266963.1,0,1339,0,1313
XP_396993.3,XP_011265367.1,6.00E-177,499,0,520
XP_396999.5,XP_011265763.1,0,947,0,969
XP_397001.3,XP_011265753.1,0,716,0,716
XP_397003.5,XP_011251798.2,0,2677,0,2690
XP_397003.5,XP_011251799.2,0,2677,0,2690
XP_397003.5,XP_011251800.2,0,2677,0,2690
XP_397003.5,XP_011251801.2,0,2682,0,2694
XP_397003.5,XP_019882242.2,0,2677,0,2690
XP_397008.1,XP_011262653.1,7.00E-128,366,2.00E-135,385
XP_397014.4,XP_011255188.1,0,1056,0,1031
XP_397017.3,XP_011267484.1,0,631,0,612
XP_397017.3,XP_025270484.1,0,631,0,612
XP_397030.3,XP_011260175.1,0,718,0,697
XP_397038.5,XP_011268630.1,0,1900,0,1878
XP_397038.5,XP_011268631.1,0,1900,0,1878
XP_397038.5,XP_019885429.1,0,1900,0,1878
XP_397043.2,XP_011256869.2,4.00E-93,273,4.00E-93,273
XP_397047.2,XP_011257598.1,1.00E-163,462,3.00E-169,477
XP_397054.2,XP_011256676.1,2.00E-75,228,2.00E-75,228
XP_397055.1,XP_011252111.1,5.00E-115,332,6.00E-115,332
XP_397055.1,XP_011252120.1,5.00E-115,332,6.00E-115,332
XP_397056.2,XP_011261780.1,5.00E-164,456,6.00E-164,456
XP_397056.2,XP_011261781.1,5.00E-164,456,6.00E-164,456
XP_397060.3,XP_011261997.1,0,1651,0,1673
XP_397061.1,XP_011262000.1,4.00E-139,390,5.00E-139,390
XP_397062.3,XP_011262001.1,0,949,0,927
XP_397062.3,XP_011262002.1,0,949,0,927
XP_397065.2,XP_011251978.1,0,1267,0,1267
XP_397065.2,XP_011251979.1,0,1267,0,1267
XP_397073.5,XP_011255058.1,6.00E-149,441,1.00E-149,443
XP_397073.5,XP_011255068.1,6.00E-149,441,1.00E-149,443
XP_397078.3,XP_025265633.1,0,2115,0,2092
XP_397078.3,XP_025265634.1,0,2115,0,2092
XP_397078.3,XP_025265635.1,0,2115,0,2092
XP_397078.3,XP_025265636.1,0,2115,0,2092
XP_397078.3,XP_025265637.1,0,2121,0,2098
XP_397079.2,XP_011253361.1,0,514,0,514
XP_397085.2,XP_011259237.1,0,785,0,785
XP_397092.3,XP_025264822.1,0,896,0,896
XP_397092.3,XP_025264823.1,0,896,0,896
XP_397094.2,XP_011255320.1,0,1343,0,1343
XP_397095.3,XP_011261738.1,0,786,0,785
XP_397095.3,XP_011261739.1,0,786,0,785
XP_397097.2,XP_011263033.1,0,753,0,753
XP_397097.2,XP_025270223.1,0,753,0,753
XP_397101.4,XP_011260644.1,0,1136,0,1162
XP_397101.4,XP_011260645.1,0,1136,0,1162
XP_397101.4,XP_025268387.1,0,1140,0,1167
XP_397107.5,XP_025268609.1,0,1242,0,1242
XP_397109.3,XP_011261328.1,0,1199,0,1201
XP_397109.3,XP_011261345.1,0,1196,0,1198
XP_397111.2,XP_011264894.1,0,929,0,929
XP_397111.2,XP_011264895.1,0,971,0,971
XP_397111.2,XP_011264896.1,0,932,0,932
XP_397113.1,XP_011266523.1,0,887,0,867
XP_397113.1,XP_011266524.1,0,876,0,855
XP_397116.4,XP_011256634.1,0,1314,0,1314
XP_397118.5,XP_011265048.1,0,2457,0,2472
XP_397118.5,XP_019884727.1,0,2457,0,2472
XP_397118.5,XP_019884729.1,0,2457,0,2472
XP_397120.4,XP_011266299.1,2.00E-117,341,6.00E-119,345
XP_397125.5,XP_011266525.2,1.00E-162,473,2.00E-170,493
XP_397127.5,XP_011252498.1,1.00E-57,184,1.00E-46,156
XP_397129.4,XP_011250555.1,0,598,0,583
XP_397130.4,XP_011257975.2,0,1149,0,1149
XP_397131.4,XP_011258904.1,0,1715,0,1722
XP_397138.5,XP_011250529.1,0,653,0,653
XP_397139.3,XP_025262807.1,0,733,0,733
XP_397139.3,XP_025262808.1,0,733,0,733
XP_397139.3,XP_025262809.1,0,733,0,733
XP_397140.4,XP_011263624.1,0,1346,0,1319
XP_397140.4,XP_011263625.1,0,1346,0,1319
XP_397140.4,XP_025262869.1,0,1346,0,1319
XP_397143.2,XP_011252360.1,0,962,0,963
XP_397143.2,XP_011252361.1,0,962,0,963
XP_397155.4,XP_011261744.1,5.00E-136,389,6.00E-136,389
XP_397155.4,XP_019884120.1,2.00E-130,376,3.00E-130,376
XP_397168.3,XP_011253348.1,0,898,0,905
XP_397170.4,XP_011257212.1,0,868,0,868
XP_397171.3,XP_011258728.2,0,1810,0,1812
XP_397171.3,XP_011258729.2,0,1810,0,1812
XP_397174.4,XP_025271252.1,2.00E-120,347,3.00E-120,347
XP_397174.4,XP_025271258.1,2.00E-120,347,3.00E-120,347
XP_397175.1,XP_025270512.1,0,1240,0,1240
XP_397177.5,XP_011260554.1,0,1765,0,1812
XP_397179.2,XP_011264914.1,1.00E-142,407,2.00E-142,407
XP_397179.2,XP_025264759.1,2.00E-135,388,2.00E-135,388
XP_397181.1,XP_011261579.1,0,1133,0,1095
XP_397185.2,XP_011263454.1,2.00E-85,252,2.00E-85,252
XP_397201.2,XP_011264533.1,3.00E-125,362,7.00E-129,371
XP_397202.1,XP_019884675.2,0,719,0,719
XP_397205.2,XP_011264527.1,0,978,0,985
XP_397205.2,XP_011264529.1,0,978,0,985
XP_397213.2,XP_011260916.1,6.00E-127,365,7.00E-127,365
XP_397220.3,XP_011263858.1,8.00E-91,276,9.00E-91,276
XP_397221.5,XP_011255462.1,0,1150,0,1087
XP_397226.2,XP_011254671.1,0,970,0,978
XP_397226.2,XP_011254672.1,0,970,0,978
XP_397226.2,XP_011254673.1,0,970,0,978
XP_397226.2,XP_019882829.1,0,941,0,948
XP_397228.2,XP_011268299.1,0,553,0,553
XP_397232.1,XP_019884616.1,0,1315,0,1350
XP_397233.2,XP_011264240.1,5.00E-129,368,2.00E-119,344
XP_397235.3,XP_011262093.1,0,1396,0,1406
XP_397235.3,XP_019884194.1,0,1388,0,1399
XP_397241.4,XP_011260915.3,0,1993,0,1978
XP_397248.4,XP_011263990.2,0,786,0,590
XP_397251.4,XP_011269089.1,0,1167,0,1164
XP_397251.4,XP_011269090.1,0,1172,0,1169
XP_397251.4,XP_011269091.1,0,1154,0,1150
XP_397251.4,XP_011269092.1,0,1150,0,1146
XP_397252.2,XP_011269403.1,0,600,0,600
XP_397261.2,XP_011268927.1,3.00E-112,319,4.00E-112,319
XP_397264.2,XP_025267873.1,0,790,0,822
XP_397264.2,XP_025267874.1,0,785,0,817
XP_397266.3,XP_011252785.1,0,588,0,588
XP_397270.3,XP_011256207.2,0,894,0,884
XP_397273.4,XP_011262465.1,0,1144,0,1164
XP_397279.2,XP_011264645.1,0,766,0,770
XP_397279.2,XP_011264646.1,0,766,0,770
XP_397279.2,XP_011264647.1,0,774,0,779
XP_397281.4,XP_011261450.1,3.00E-173,481,3.00E-173,481
XP_397281.4,XP_011264641.1,2.00E-174,484,3.00E-174,484
XP_397283.1,XP_011250711.1,0,1413,0,1430
XP_397283.1,XP_011250712.1,0,1412,0,1428
XP_397291.2,XP_011258360.1,6.00E-160,452,7.00E-160,452
XP_397293.3,XP_025265549.1,0,1393,0,1393
XP_397308.1,XP_011256081.1,0,533,0,533
XP_397314.1,XP_011259979.1,9.00E-85,247,1.00E-84,247
XP_397314.1,XP_011259981.1,9.00E-85,247,1.00E-84,247
XP_397316.1,XP_011250963.1,5.00E-109,312,5.00E-109,312
XP_397317.2,XP_011252867.1,0,744,0,744
XP_397318.4,XP_019882820.2,0,674,0,674
XP_397318.4,XP_025265407.1,0,682,0,682
XP_397320.1,XP_011250498.1,1.00E-140,394,2.00E-140,394
XP_397320.1,XP_011250499.1,1.00E-140,394,2.00E-140,394
XP_397330.3,XP_011253017.1,0,730,0,730
XP_397331.2,XP_011253019.1,0,872,0,872
XP_397331.2,XP_011253020.1,0,887,0,887
XP_397331.2,XP_011253021.1,0,872,0,872
XP_397331.2,XP_011253022.1,0,873,0,873
XP_397331.2,XP_019882509.1,0,873,0,873
XP_397331.2,XP_025267705.1,0,874,0,874
XP_397331.2,XP_025267706.1,0,873,0,873
XP_397331.2,XP_025267707.1,0,873,0,873
XP_397334.3,XP_025271145.1,0,1624,0,1624
XP_397334.3,XP_025271146.1,0,1624,0,1624
XP_397338.3,XP_025262441.1,0,880,0,880
XP_397345.3,XP_011260297.1,0,713,0,730
XP_397345.3,XP_011260301.1,0,713,0,730
XP_397345.3,XP_011260302.1,0,713,0,730
XP_397345.3,XP_011260303.1,0,713,0,730
XP_397345.3,XP_019883819.1,0,713,0,730
XP_397345.3,XP_019883820.1,0,713,0,730
XP_397345.3,XP_025262261.1,0,713,0,730
XP_397345.3,XP_025262262.1,0,706,0,724
XP_397347.4,XP_025263420.1,0,609,0,609
XP_397347.4,XP_025263421.1,0,607,0,607
XP_397347.4,XP_025263440.1,0,605,0,605
XP_397347.4,XP_025263441.1,0,605,0,605
XP_397347.4,XP_025263442.1,0,605,0,605
XP_397351.4,XP_011260969.1,0,1667,0,1664
XP_397351.4,XP_011260970.1,0,1608,0,1604
XP_397354.3,XP_011256973.1,3.00E-148,417,4.00E-148,417
XP_397354.3,XP_011256974.1,3.00E-148,417,4.00E-148,417
XP_397355.2,XP_011255142.1,3.00E-162,456,4.00E-162,456
XP_397355.2,XP_011255143.1,3.00E-162,456,4.00E-162,456
XP_397363.4,XP_025264118.1,0,536,0,536
XP_397367.1,XP_011265769.1,2.00E-98,286,2.00E-98,286
XP_397368.4,XP_011263521.1,0,675,0,675
XP_397368.4,XP_025266234.1,0,674,0,674
XP_397369.4,XP_011259635.1,0,1250,0,1250
XP_397372.4,XP_011264603.1,3.00E-163,462,4.00E-163,462
XP_397379.4,XP_011250952.1,0,1081,0,1098
XP_397379.4,XP_011250953.1,0,1071,0,1086
XP_397379.4,XP_011250954.1,0,1071,0,1086
XP_397380.1,XP_011250946.1,0,1075,0,1075
XP_397381.4,XP_025266846.1,0,1481,0,1498
XP_397383.3,XP_011264878.1,0,699,0,700
XP_397383.3,XP_011264879.1,0,699,0,700
XP_397383.3,XP_011264880.1,0,699,0,700
XP_397383.3,XP_011264881.1,0,684,0,685
XP_397385.2,XP_011251049.2,0,544,0,541
XP_397392.5,XP_011255470.1,0,3843,0,3837
XP_397399.2,XP_011260829.1,0,932,0,931
XP_397412.2,XP_025267980.1,2.00E-163,456,2.00E-163,456
XP_397413.3,XP_025263331.1,0,1763,0,1763
XP_397416.4,XP_011267213.2,0,2769,0,2769
XP_397422.1,XP_011260268.1,0,1118,0,1118
XP_397422.1,XP_011260276.1,0,1118,0,1118
XP_397422.1,XP_011260286.1,0,1090,0,1090
XP_397422.1,XP_025264406.1,0,1118,0,1118
XP_397422.1,XP_025264407.1,0,1118,0,1118
XP_397424.2,XP_011258640.2,8.00E-80,246,4.00E-81,249
XP_397432.2,XP_025266178.1,7.00E-67,205,7.00E-67,205
XP_397436.4,XP_011268302.2,0,940,0,947
XP_397436.4,XP_019885366.2,0,940,0,947
XP_397436.4,XP_025267350.1,0,940,0,947
XP_397439.4,XP_011259083.2,0,1610,0,1666
XP_397463.2,XP_011258636.1,3.00E-119,338,3.00E-119,338
XP_397464.4,XP_011256326.1,0,798,0,798
XP_397464.4,XP_025263606.1,0,792,0,792
XP_397465.5,XP_025262176.1,0,3167,0,3168
XP_397465.5,XP_025262177.1,0,3173,0,3174
XP_397465.5,XP_025262178.1,0,3175,0,3176
XP_397465.5,XP_025262179.1,0,3181,0,3182
XP_397468.4,XP_025263726.1,0,956,0,974
XP_397468.4,XP_025263727.1,0,943,0,961
XP_397471.3,XP_011255137.1,0,580,0,593
XP_397473.4,XP_011265538.1,0,636,0,636
XP_397474.4,XP_011265541.2,2.00E-132,384,2.00E-132,384
XP_397474.4,XP_025264780.1,1.00E-133,385,2.00E-133,385
XP_397475.2,XP_011259024.1,3.00E-82,240,3.00E-82,240
XP_397479.5,XP_025263466.1,0,1152,0,1248
XP_397486.2,XP_011252160.1,0,1230,0,1230
XP_397486.2,XP_011252163.1,0,1206,0,1206
XP_397486.2,XP_019882320.1,0,1230,0,1230
XP_397509.6,XP_011258057.1,0,773,0,776
XP_397509.6,XP_025266121.1,0,773,0,776
XP_397510.4,XP_011264166.1,0,613,0,613
XP_397511.4,XP_011262860.1,0,1192,0,1191
XP_397511.4,XP_011262861.1,0,1192,0,1191
XP_397511.4,XP_011262862.1,0,1192,0,1191
XP_397511.4,XP_011262863.1,0,1192,0,1191
XP_397511.4,XP_019884367.1,0,1192,0,1191
XP_397515.3,XP_025270658.1,2.00E-105,316,2.00E-105,316
XP_397517.2,XP_011262916.1,0,920,0,934
XP_397532.3,XP_011253507.1,1.00E-124,368,1.00E-128,379
XP_397545.2,XP_025267334.1,0,588,0,576
XP_397549.2,XP_025271152.1,0,1193,0,1193
XP_397549.2,XP_025271153.1,0,1199,0,1199
XP_397552.4,XP_011261697.1,0,768,0,768
XP_397552.4,XP_011261698.1,0,773,0,773
XP_397559.1,XP_011265471.1,2.00E-96,281,4.00E-96,280
XP_397567.2,XP_025268764.1,0,622,0,643
XP_397567.2,XP_025268765.1,0,622,0,643
XP_397567.2,XP_025268766.1,0,622,0,643
XP_397567.2,XP_025268767.1,0,622,0,643
XP_397567.2,XP_025268768.1,0,620,0,641
XP_397567.2,XP_025268769.1,0,620,0,641
XP_397567.2,XP_025268770.1,0,620,0,641
XP_397572.4,XP_011263999.1,0,1196,0,1201
XP_397572.4,XP_011264001.1,0,1196,0,1201
XP_397572.4,XP_025269160.1,0,1196,0,1201
XP_397573.4,XP_011253173.1,0,598,0,598
XP_397573.4,XP_011253182.1,0,598,0,598
XP_397573.4,XP_025263341.1,0,598,0,598
XP_397589.3,XP_011250523.1,2.00E-106,311,4.00E-102,300
XP_397600.5,XP_011254516.1,0,1657,0,1669
XP_397600.5,XP_011254517.1,0,1657,0,1669
XP_397600.5,XP_011254518.1,0,1657,0,1669
XP_397600.5,XP_011254519.1,0,1620,0,1612
XP_623050.1,XP_011258337.1,0,517,0,517
XP_623055.1,XP_011260208.1,0,888,0,888
XP_623055.1,XP_011260209.1,0,874,0,874
XP_623060.3,XP_011254899.1,0,866,0,845
XP_623061.2,XP_011252222.1,0,963,0,963
XP_623062.3,XP_025270803.1,1.00E-140,395,7.00E-137,386
XP_623063.1,XP_011256571.1,1.00E-76,226,1.00E-76,226
XP_623063.1,XP_019883145.1,1.00E-76,226,1.00E-76,226
XP_623065.2,XP_011260737.1,0,1217,0,1204
XP_623068.2,XP_025263316.1,0,1771,0,1771
XP_623068.2,XP_025263317.1,0,1755,0,1755
XP_623068.2,XP_025263318.1,0,1743,0,1743
XP_623071.1,XP_011252764.1,0,961,0,961
XP_623075.1,XP_011261430.1,0,733,0,733
XP_623076.2,XP_011267542.1,0,652,0,652
XP_623076.2,XP_011267550.1,0,652,0,652
XP_623076.2,XP_011267558.1,0,652,0,652
XP_623076.2,XP_011267567.1,0,652,0,652
XP_623079.2,XP_011257649.1,1.00E-149,426,3.00E-164,464
XP_623079.2,XP_011257650.1,7.00E-149,424,3.00E-164,463
XP_623081.1,XP_011264181.1,4.00E-168,470,5.00E-168,470
XP_623083.1,XP_011255228.1,0,1986,0,1972
XP_623083.1,XP_011255229.1,0,1986,0,1972
XP_623084.1,XP_011257401.1,0,849,0,849
XP_623088.2,XP_011254270.1,0,553,0,553
XP_623088.2,XP_011254271.1,0,553,0,553
XP_623088.2,XP_011254272.1,0,553,0,553
XP_623088.2,XP_011254273.1,0,553,0,553
XP_623088.2,XP_025263141.1,0,553,0,553
XP_623089.2,XP_025267245.1,0,1008,0,1008
XP_623089.2,XP_025267246.1,0,1008,0,1008
XP_623093.2,XP_011265925.1,2.00E-179,507,4.00E-180,509
XP_623094.2,XP_011267665.1,0,692,0,692
XP_623096.2,XP_011262308.1,0,603,0,603
XP_623105.1,XP_011266055.1,0,644,0,644
XP_623106.1,XP_011266937.1,0,561,0,578
XP_623109.1,XP_011255333.1,4.00E-118,341,5.00E-118,341
XP_623111.3,XP_011266349.1,0,3452,0,3452
XP_623116.3,XP_011264276.1,0,538,0,560
XP_623116.3,XP_011264284.1,0,543,0,566
XP_623116.3,XP_011264303.1,0,535,0,558
XP_623116.3,XP_011264310.1,0,535,0,558
XP_623118.1,XP_011265585.1,0,1232,0,1226
XP_623118.1,XP_011265587.1,0,1232,0,1226
XP_623118.1,XP_011265589.1,0,1236,0,1230
XP_623118.1,XP_025264758.1,0,1232,0,1226
XP_623120.1,XP_011256905.1,6.00E-174,484,7.00E-174,484
XP_623128.1,XP_011263368.1,4.00E-164,462,3.00E-170,477
XP_623132.1,XP_011252223.1,1.00E-144,409,2.00E-144,409
XP_623133.4,XP_011254676.1,0,1067,0,1087
XP_623133.4,XP_025264150.1,0,1067,0,1087
XP_623133.4,XP_025264151.1,0,1041,0,1062
XP_623134.1,XP_011256078.1,1.00E-116,336,1.00E-116,336
XP_623136.3,XP_025268896.1,0,611,0,611
XP_623140.1,XP_011254665.1,8.00E-85,247,9.00E-85,247
XP_623140.1,XP_019882749.1,6.00E-85,248,7.00E-85,248
XP_623146.2,XP_011269444.1,0,679,0,679
XP_623158.2,XP_019883366.1,2.00E-128,374,5.00E-124,363
XP_623158.2,XP_025267887.1,1.00E-123,361,3.00E-119,350
XP_623160.1,XP_011268670.1,1.00E-140,399,1.00E-140,399
XP_623170.1,XP_011251622.1,0,668,0,668
XP_623181.2,XP_011264856.1,4.00E-144,409,5.00E-144,409
XP_623184.1,XP_011258347.1,0,751,0,751
XP_623194.2,XP_011254977.1,2.00E-122,350,2.00E-122,350
XP_623194.2,XP_011254978.1,7.00E-122,348,8.00E-122,348
XP_623196.3,XP_025270598.1,0,1142,0,1130
XP_623196.3,XP_025270599.1,0,1154,0,1142
XP_623197.2,XP_011262896.1,0,867,0,867
XP_623198.1,XP_011269171.1,0,2317,0,2317
XP_623199.2,XP_011256244.1,0,1401,0,1427
XP_623206.1,XP_011267600.1,2.00E-104,307,2.00E-135,385
XP_623211.2,XP_011257629.1,0,703,0,703
XP_623211.2,XP_011257632.1,0,681,0,681
XP_623213.1,XP_011259376.1,6.00E-163,457,6.00E-163,457
XP_623213.1,XP_025266879.1,6.00E-163,457,6.00E-163,457
XP_623216.3,XP_011261812.1,0,1182,0,1207
XP_623220.1,XP_011254175.1,0,926,0,926
XP_623220.1,XP_011257750.1,0,938,0,938
XP_623221.2,XP_011268297.1,0,528,0,509
XP_623221.2,XP_025267378.1,0,528,0,509
XP_623227.1,XP_011255252.1,3.00E-61,184,4.00E-61,184
XP_623232.1,XP_011251837.1,8.00E-105,306,9.00E-105,306
XP_623232.1,XP_011251839.1,8.00E-105,306,9.00E-105,306
XP_623232.1,XP_025269953.1,8.00E-105,306,9.00E-105,306
XP_623241.1,XP_011253242.1,9.00E-159,452,8.00E-174,491
XP_623244.1,XP_011259013.1,2.00E-114,328,2.00E-114,328
XP_623247.1,XP_011260750.1,4.00E-101,292,5.00E-101,292
XP_623255.1,XP_011259130.1,0,1048,0,1047
XP_623266.3,XP_011261429.1,0,737,0,737
XP_623269.1,XP_011264447.1,2.00E-92,268,3.00E-92,268
XP_623273.1,XP_011256735.1,0,712,0,712
XP_623274.2,XP_011264234.1,4.00E-177,493,4.00E-177,493
XP_623274.2,XP_025269817.1,2.00E-173,483,2.00E-173,483
XP_623278.2,XP_011252600.1,0,825,0,824
XP_623279.1,XP_025265487.1,0,934,0,935
XP_623279.1,XP_025265489.1,0,939,0,939
XP_623282.2,XP_011254133.1,0,763,0,764
XP_623283.1,XP_011254416.2,0,1480,0,1495
XP_623285.1,XP_011258665.1,0,809,0,809
XP_623287.2,XP_011262722.2,1.00E-77,247,1.00E-81,257
XP_623289.1,XP_011265001.1,0,2088,0,2084
XP_623299.3,XP_011256871.1,0,614,0,617
XP_623300.2,XP_011266078.1,0,827,0,827
XP_623300.2,XP_011266080.1,0,822,0,822
XP_623301.2,XP_011266122.1,0,1054,0,1039
XP_623303.1,XP_011267644.1,1.00E-95,278,2.00E-95,277
XP_623303.1,XP_011267645.1,1.00E-95,278,2.00E-95,277
XP_623303.1,XP_025270121.1,1.00E-95,278,2.00E-95,277
XP_623312.2,XP_011260727.1,0,528,0,566
XP_623312.2,XP_011260728.1,0,528,0,566
XP_623312.2,XP_025270002.1,0,528,0,566
XP_623312.2,XP_025270003.1,0,528,0,566
XP_623316.3,XP_011264725.2,0,1073,0,1082
XP_623321.1,XP_011262777.1,0,687,0,691
XP_623321.1,XP_011262778.1,0,662,0,666
XP_623325.1,XP_011252602.1,7.00E-156,439,8.00E-156,439
XP_623325.1,XP_011252603.1,7.00E-156,439,8.00E-156,439
XP_623325.1,XP_011252604.1,7.00E-156,439,8.00E-156,439
XP_623327.1,XP_011254956.1,0,915,0,915
XP_623341.1,XP_011263359.1,1.00E-169,481,7.00E-170,482
XP_623342.2,XP_011253554.1,0,664,0,664
XP_623349.2,XP_011255881.1,0,691,0,679
XP_623349.2,XP_011255898.1,0,691,0,679
XP_623357.1,XP_025270598.1,0,1170,0,1159
XP_623357.1,XP_025270599.1,0,1137,0,1126
XP_623363.1,XP_011261623.1,0,857,0,879
XP_623365.1,XP_011257247.1,9.00E-85,247,1.00E-84,247
XP_623366.2,XP_011256852.1,0,998,0,998
XP_623369.1,XP_011257629.1,0,682,0,682
XP_623369.1,XP_011257632.1,0,701,0,701
XP_623371.1,XP_011259007.1,0,1027,0,1005
XP_623371.1,XP_025267201.1,0,1027,0,1005
XP_623372.1,XP_011263316.1,4.00E-127,358,4.00E-127,358
XP_623372.1,XP_011263317.1,4.00E-127,358,4.00E-127,358
XP_623376.5,XP_025270203.1,5.00E-56,184,3.00E-56,185
XP_623376.5,XP_025270204.1,5.00E-56,184,3.00E-56,185
XP_623377.1,XP_011251379.1,0,868,0,868
